A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 0.00000000e+00
r_power = 0
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

2.91377842e-02;8.76555560e-02;1.46988055e-01;2.07252101e-01;2.68268397e-01;3.29606905e-01;3.90644962e-01;4.50637994e-01;5.08797452e-01;5.64367188e-01;6.16688799e-01;6.65248482e-01;7.09701778e-01;7.49876860e-01;7.85760356e-01;8.17471585e-01;8.45231182e-01;8.69329202e-01;8.90096206e-01;9.07879279e-01;9.23023653e-01;9.35859702e-01;9.46694583e-01;9.55807601e-01;9.63448359e-01;9.69836860e-01;9.75164898e-01;9.79598200e-01;9.83278951e-01;9.86328441e-01;9.88849653e-01;9.90929699e-01;9.92642041e-01;9.94048475e-01;9.95200874e-01;9.96142708e-01;9.96910345e-01;9.97534172e-01;9.98039541e-01;9.98447571e-01;9.98775832e-01;9.99038911e-01;9.99248900e-01;9.99415796e-01;9.99547846e-01;9.99651832e-01;9.99733315e-01;9.99796836e-01;9.99846089e-01;9.99884069e-01;9.99913188e-01;9.99935382e-01;9.99952196e-01;9.99964855e-01;9.99974325e-01;9.99981364e-01;9.99986562e-01;9.99990374e-01;9.99993151e-01;9.99995159e-01;9.99996603e-01;9.99997632e-01;9.99998361e-01;9.99998873e-01;9.99999231e-01;9.99999479e-01;9.99999650e-01;9.99999766e-01;9.99999845e-01;9.99999898e-01;9.99999933e-01;9.99999957e-01;9.99999972e-01;9.99999982e-01;9.99999989e-01;9.99999993e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;7.26610077e-02;1.16308934e+00;1.01541754e+00
3.15540283e-02;9.48847150e-02;1.58898321e-01;2.23566369e-01;2.88543282e-01;3.53236178e-01;4.16887163e-01;4.78663969e-01;5.37749802e-01;5.93421560e-01;6.45107348e-01;6.92418475e-01;7.35156208e-01;7.73297717e-01;8.06968002e-01;8.36404931e-01;8.61923411e-01;8.83882890e-01;9.02660492e-01;9.18630570e-01;9.32150382e-01;9.43551031e-01;9.53132577e-01;9.61162238e-01;9.67874721e-01;9.73473938e-01;9.78135502e-01;9.82009596e-01;9.85223942e-01;9.87886671e-01;9.90088997e-01;9.91907648e-01;9.93407012e-01;9.94641024e-01;9.95654794e-01;9.96486006e-01;9.97166102e-01;9.97721296e-01;9.98173421e-01;9.98540641e-01;9.98838060e-01;9.99078217e-01;9.99271509e-01;9.99426549e-01;9.99550453e-01;9.99649095e-01;9.99727307e-01;9.99789059e-01;9.99837599e-01;9.99875578e-01;9.99905152e-01;9.99928068e-01;9.99945733e-01;9.99959280e-01;9.99969612e-01;9.99977449e-01;9.99983360e-01;9.99987792e-01;9.99991096e-01;9.99993545e-01;9.99995348e-01;9.99996668e-01;9.99997628e-01;9.99998322e-01;9.99998820e-01;9.99999176e-01;9.99999428e-01;9.99999605e-01;9.99999730e-01;9.99999816e-01;9.99999875e-01;9.99999916e-01;9.99999944e-01;9.99999963e-01;9.99999976e-01;9.99999984e-01;9.99999990e-01;9.99999993e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;6.67890059e-02;1.25993483e+00;9.21238630e-01
3.38300818e-02;1.01690148e-01;1.70087454e-01;2.38842047e-01;3.07441812e-01;3.75138731e-01;4.41055501e-01;5.04293947e-01;5.64032750e-01;6.19602782e-01;6.70532795e-01;7.16564377e-01;7.57640644e-01;7.93876566e-01;8.25519662e-01;8.52908677e-01;8.76435650e-01;8.96514425e-01;9.13556683e-01;9.27955226e-01;9.40073492e-01;9.50239979e-01;9.58746286e-01;9.65847617e-01;9.71764841e-01;9.76687433e-01;9.80776800e-01;9.84169681e-01;9.86981406e-01;9.89308917e-01;9.91233476e-01;9.92823060e-01;9.94134437e-01;9.95214953e-01;9.96104061e-01;9.96834606e-01;9.97433919e-01;9.97924725e-01;9.98325916e-01;9.98653184e-01;9.98919559e-01;9.99135853e-01;9.99311028e-01;9.99452512e-01;9.99566447e-01;9.99657911e-01;9.99731093e-01;9.99789443e-01;9.99835797e-01;9.99872479e-01;9.99901392e-01;9.99924086e-01;9.99941822e-01;9.99955622e-01;9.99966309e-01;9.99974547e-01;9.99980866e-01;9.99985688e-01;9.99989351e-01;9.99992117e-01;9.99994196e-01;9.99995749e-01;9.99996904e-01;9.99997757e-01;9.99998384e-01;9.99998843e-01;9.99999176e-01;9.99999416e-01;9.99999589e-01;9.99999712e-01;9.99999800e-01;9.99999861e-01;9.99999905e-01;9.99999935e-01;9.99999956e-01;9.99999970e-01;9.99999980e-01;9.99999987e-01;9.99999991e-01;9.99999994e-01;9.99999996e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;5.99709432e-02;1.35120424e+00;8.30592397e-01
3.59414485e-02;1.07999274e-01;1.80439900e-01;2.52930320e-01;3.24796188e-01;3.95145526e-01;4.62998808e-01;5.27412334e-01;5.87579831e-01;6.42900925e-01;6.93012283e-01;7.37784670e-01;7.77294574e-01;8.11781085e-01;8.41597977e-01;8.67168391e-01;8.88946553e-01;9.07388322e-01;9.22930506e-01;9.35977794e-01;9.46895758e-01;9.56008276e-01;9.63597999e-01;9.69908706e-01;9.75148718e-01;9.79494766e-01;9.83095936e-01;9.86077436e-01;9.88544063e-01;9.90583300e-01;9.92268032e-01;9.93658893e-01;9.94806269e-01;9.95752001e-01;9.96530811e-01;9.97171507e-01;9.97697983e-01;9.98130054e-01;9.98484151e-01;9.98773894e-01;9.99010575e-01;9.99203550e-01;9.99360570e-01;9.99488055e-01;9.99591314e-01;9.99674740e-01;9.99741960e-01;9.99795967e-01;9.99839226e-01;9.99873766e-01;9.99901252e-01;9.99923048e-01;9.99940268e-01;9.99953822e-01;9.99964449e-01;9.99972746e-01;9.99979197e-01;9.99984192e-01;9.99988042e-01;9.99990996e-01;9.99993252e-01;9.99994966e-01;9.99996264e-01;9.99997240e-01;9.99997971e-01;9.99998517e-01;9.99998921e-01;9.99999219e-01;9.99999437e-01;9.99999597e-01;9.99999713e-01;9.99999796e-01;9.99999856e-01;9.99999899e-01;9.99999930e-01;9.99999951e-01;9.99999966e-01;9.99999977e-01;9.99999984e-01;9.99999989e-01;9.99999993e-01;9.99999995e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;5.24786169e-02;1.43590865e+00;7.39376775e-01
3.78711180e-02;1.13762063e-01;1.89877994e-01;2.65735616e-01;3.40506487e-01;4.13168132e-01;4.82655937e-01;5.47998417e-01;6.08419092e-01;6.63395141e-01;7.12672489e-01;7.56245237e-01;7.94311823e-01;8.27220782e-01;8.55416515e-01;8.79391839e-01;8.99650554e-01;9.16680591e-01;9.30936669e-01;9.42830643e-01;9.52727557e-01;9.60945613e-01;9.67758625e-01;9.73399844e-01;9.78066425e-01;9.81923998e-01;9.85111063e-01;9.87743021e-01;9.89915766e-01;9.91708830e-01;9.93188079e-01;9.94408011e-01;9.95413687e-01;9.96242355e-01;9.96924800e-01;9.97486465e-01;9.97948380e-01;9.98327932e-01;9.98639496e-01;9.98894963e-01;9.99104166e-01;9.99275242e-01;9.99414919e-01;9.99528764e-01;9.99621381e-01;9.99696575e-01;9.99757491e-01;9.99806723e-01;9.99846414e-01;9.99878328e-01;9.99903917e-01;9.99924375e-01;9.99940679e-01;9.99953632e-01;9.99963888e-01;9.99971980e-01;9.99978341e-01;9.99983324e-01;9.99987211e-01;9.99990233e-01;9.99992571e-01;9.99994374e-01;9.99995757e-01;9.99996814e-01;9.99997619e-01;9.99998228e-01;9.99998688e-01;9.99999032e-01;9.99999290e-01;9.99999481e-01;9.99999623e-01;9.99999727e-01;9.99999804e-01;9.99999859e-01;9.99999900e-01;9.99999929e-01;9.99999950e-01;9.99999965e-01;9.99999975e-01;9.99999983e-01;9.99999988e-01;9.99999992e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;4.46127860e-02;1.51335763e+00;6.50510592e-01
3.96100493e-02;1.18952373e-01;1.98363560e-01;2.77216511e-01;3.54539687e-01;4.29194701e-01;5.00047852e-01;5.66114299e-01;6.26657304e-01;6.81235131e-01;7.29699697e-01;7.72159380e-01;8.08921656e-01;8.40429927e-01;8.67204892e-01;8.89796321e-01;9.08747207e-01;9.24569741e-01;9.37731175e-01;9.48647236e-01;9.57680810e-01;9.65144045e-01;9.71302400e-01;9.76379656e-01;9.80563180e-01;9.84009037e-01;9.86846706e-01;9.89183299e-01;9.91107230e-01;9.92691378e-01;9.93995752e-01;9.95069740e-01;9.95953974e-01;9.96681889e-01;9.97280997e-01;9.97773944e-01;9.98179381e-01;9.98512674e-01;9.98786488e-01;9.99011268e-01;9.99195632e-01;9.99346693e-01;9.99470322e-01;9.99571369e-01;9.99653840e-01;9.99721042e-01;9.99775707e-01;9.99820091e-01;9.99856053e-01;9.99885128e-01;9.99908581e-01;9.99927453e-01;9.99942599e-01;9.99954722e-01;9.99964397e-01;9.99972096e-01;9.99978203e-01;9.99983032e-01;9.99986838e-01;9.99989827e-01;9.99992166e-01;9.99993991e-01;9.99995408e-01;9.99996504e-01;9.99997350e-01;9.99997999e-01;9.99998495e-01;9.99998873e-01;9.99999159e-01;9.99999376e-01;9.99999539e-01;9.99999660e-01;9.99999751e-01;9.99999818e-01;9.99999868e-01;9.99999905e-01;9.99999931e-01;9.99999951e-01;9.99999965e-01;9.99999975e-01;9.99999982e-01;9.99999988e-01;9.99999991e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;3.66676553e-02;1.58317972e+00;5.66301930e-01
4.11567540e-02;1.23566605e-01;2.05895203e-01;2.87380994e-01;3.66922173e-01;4.43279159e-01;5.15263348e-01;5.81887523e-01;6.42460312e-01;6.96620412e-01;7.44319203e-01;7.85768433e-01;8.21371333e-01;8.51652428e-01;8.77196018e-01;8.98598091e-01;9.16432464e-01;9.31229559e-01;9.43465236e-01;9.53556880e-01;9.61864334e-01;9.68693750e-01;9.74302943e-01;9.78907323e-01;9.82685786e-01;9.85786225e-01;9.88330489e-01;9.90418721e-01;9.92133080e-01;9.93540899e-01;9.94697318e-01;9.95647485e-01;9.96428362e-01;9.97070221e-01;9.97597863e-01;9.98031620e-01;9.98388169e-01;9.98681198e-01;9.98921952e-01;9.99119676e-01;9.99281973e-01;9.99415102e-01;9.99524218e-01;9.99613569e-01;9.99686657e-01;9.99746371e-01;9.99795092e-01;9.99834786e-01;9.99867072e-01;9.99893287e-01;9.99914532e-01;9.99931715e-01;9.99945583e-01;9.99956749e-01;9.99965719e-01;9.99972905e-01;9.99978648e-01;9.99983225e-01;9.99986862e-01;9.99989743e-01;9.99992019e-01;9.99993810e-01;9.99995216e-01;9.99996316e-01;9.99997173e-01;9.99997838e-01;9.99998353e-01;9.99998750e-01;9.99999055e-01;9.99999288e-01;9.99999466e-01;9.99999601e-01;9.99999703e-01;9.99999780e-01;9.99999838e-01;9.99999881e-01;9.99999913e-01;9.99999936e-01;9.99999954e-01;9.99999967e-01;9.99999976e-01;9.99999983e-01;9.99999988e-01;9.99999991e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;2.89027612e-02;1.64530674e+00;4.88562978e-01
4.25162181e-02;1.27620405e-01;2.12502546e-01;2.96277904e-01;3.77728131e-01;4.55526554e-01;5.28441717e-01;5.95491785e-01;6.56032857e-01;7.09780337e-01;7.56776525e-01;7.97324894e-01;8.31911553e-01;8.61129668e-01;8.85616163e-01;9.06004361e-01;9.22892240e-01;9.36823882e-01;9.48280935e-01;9.57681028e-01;9.65380578e-01;9.71680079e-01;9.76830510e-01;9.81039990e-01;9.84480155e-01;9.87291972e-01;9.89590870e-01;9.91471164e-01;9.93009801e-01;9.94269507e-01;9.95301387e-01;9.96147079e-01;9.96840512e-01;9.97409345e-01;9.97876138e-01;9.98259310e-01;9.98573904e-01;9.98832224e-01;9.99044336e-01;9.99218489e-01;9.99361444e-01;9.99478750e-01;9.99574964e-01;9.99653833e-01;9.99718436e-01;9.99771309e-01;9.99814540e-01;9.99849847e-01;9.99878647e-01;9.99902107e-01;9.99921188e-01;9.99936682e-01;9.99949241e-01;9.99959402e-01;9.99967607e-01;9.99974217e-01;9.99979532e-01;9.99983794e-01;9.99987204e-01;9.99989925e-01;9.99992090e-01;9.99993809e-01;9.99995169e-01;9.99996242e-01;9.99997086e-01;9.99997748e-01;9.99998265e-01;9.99998668e-01;9.99998981e-01;9.99999223e-01;9.99999410e-01;9.99999553e-01;9.99999663e-01;9.99999747e-01;9.99999811e-01;9.99999859e-01;9.99999895e-01;9.99999922e-01;9.99999943e-01;9.99999958e-01;9.99999969e-01;9.99999978e-01;9.99999984e-01;9.99999988e-01;9.99999992e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;2.15253219e-02;1.69993121e+00;4.19514907e-01
4.36984517e-02;1.31144299e-01;2.18238865e-01;3.03986552e-01;3.87066288e-01;4.66077311e-01;5.39755198e-01;6.07128516e-01;6.67600261e-01;7.20956828e-01;7.67321902e-01;8.07079083e-01;8.40785396e-01;8.69091612e-01;8.92677969e-01;9.12207856e-01;9.28298182e-01;9.41503242e-01;9.52308499e-01;9.61130966e-01;9.68323584e-01;9.74181682e-01;9.78950233e-01;9.82831078e-01;9.85989683e-01;9.88561182e-01;9.90655627e-01;9.92362477e-01;9.93754353e-01;9.94890162e-01;9.95817677e-01;9.96575637e-01;9.97195468e-01;9.97702674e-01;9.98117970e-01;9.98458195e-01;9.98737046e-01;9.98965681e-01;9.99153196e-01;9.99307013e-01;9.99433198e-01;9.99536709e-01;9.99621608e-01;9.99691222e-01;9.99748280e-01;9.99795022e-01;9.99833289e-01;9.99864592e-01;9.99890175e-01;9.99911063e-01;9.99928097e-01;9.99941971e-01;9.99953255e-01;9.99962418e-01;9.99969847e-01;9.99975860e-01;9.99980716e-01;9.99984632e-01;9.99987782e-01;9.99990310e-01;9.99992335e-01;9.99993953e-01;9.99995243e-01;9.99996268e-01;9.99997080e-01;9.99997722e-01;9.99998229e-01;9.99998627e-01;9.99998939e-01;9.99999182e-01;9.99999372e-01;9.99999519e-01;9.99999633e-01;9.99999721e-01;9.99999789e-01;9.99999841e-01;9.99999880e-01;9.99999910e-01;9.99999933e-01;9.99999950e-01;9.99999963e-01;9.99999973e-01;9.99999980e-01;9.99999985e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.46832874e-02;1.74744862e+00;3.57458510e-01
4.47169398e-02;1.34179043e-01;2.23173422e-01;3.10606233e-01;3.95066994e-01;4.75092505e-01;5.49393260e-01;6.17011060e-01;6.77393389e-01;7.30390796e-01;7.76198598e-01;8.15269522e-01;8.48220714e-01;8.75750989e-01;8.98576102e-01;9.17383629e-01;9.32805316e-01;9.45403105e-01;9.55664907e-01;9.64006648e-01;9.70777946e-01;9.76269526e-01;9.80721155e-01;9.84329322e-01;9.87254284e-01;9.89626283e-01;9.91550893e-01;9.93113537e-01;9.94383251e-01;9.95415794e-01;9.96256183e-01;9.96940772e-01;9.97498923e-01;9.97954371e-01;9.98326309e-01;9.98630275e-01;9.98878860e-01;9.99082279e-01;9.99248823e-01;9.99385237e-01;9.99497009e-01;9.99588612e-01;9.99663693e-01;9.99725234e-01;9.99775671e-01;9.99816998e-01;9.99850850e-01;9.99878564e-01;9.99901242e-01;9.99919784e-01;9.99934933e-01;9.99947297e-01;9.99957378e-01;9.99965588e-01;9.99972265e-01;9.99977687e-01;9.99982084e-01;9.99985643e-01;9.99988520e-01;9.99990840e-01;9.99992708e-01;9.99994208e-01;9.99995411e-01;9.99996373e-01;9.99997141e-01;9.99997752e-01;9.99998238e-01;9.99998622e-01;9.99998925e-01;9.99999165e-01;9.99999352e-01;9.99999499e-01;9.99999614e-01;9.99999704e-01;9.99999773e-01;9.99999827e-01;9.99999868e-01;9.99999900e-01;9.99999924e-01;9.99999943e-01;9.99999957e-01;9.99999968e-01;9.99999976e-01;9.99999982e-01;9.99999987e-01;9.99999990e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;8.46714557e-03;1.78839535e+00;3.02564648e-01
4.55871975e-02;1.36771318e-01;2.27384452e-01;3.16246825e-01;4.01870972e-01;4.82741445e-01;5.57549804e-01;6.25352297e-01;6.85637339e-01;7.38312376e-01;7.83634916e-01;8.22116719e-01;8.54425535e-01;8.81300055e-01;9.03485089e-01;9.21687667e-01;9.36551185e-01;9.48643326e-01;9.58453523e-01;9.66396398e-01;9.72818512e-01;9.78006561e-01;9.82195848e-01;9.85578332e-01;9.88309898e-01;9.90516707e-01;9.92300607e-01;9.93743682e-01;9.94912007e-01;9.95858740e-01;9.96626633e-01;9.97250075e-01;9.97756736e-01;9.98168889e-01;9.98504482e-01;9.98777983e-01;9.99001074e-01;9.99183191e-01;9.99331969e-01;9.99453589e-01;9.99553066e-01;9.99634469e-01;9.99701108e-01;9.99755675e-01;9.99800364e-01;9.99836966e-01;9.99866942e-01;9.99891487e-01;9.99911580e-01;9.99928021e-01;9.99941467e-01;9.99952457e-01;9.99961432e-01;9.99968755e-01;9.99974725e-01;9.99979585e-01;9.99983538e-01;9.99986749e-01;9.99989352e-01;9.99991461e-01;9.99993165e-01;9.99994541e-01;9.99995649e-01;9.99996539e-01;9.99997254e-01;9.99997826e-01;9.99998283e-01;9.99998648e-01;9.99998937e-01;9.99999167e-01;9.99999349e-01;9.99999493e-01;9.99999606e-01;9.99999694e-01;9.99999764e-01;9.99999818e-01;9.99999860e-01;9.99999893e-01;9.99999918e-01;9.99999938e-01;9.99999953e-01;9.99999964e-01;9.99999973e-01;9.99999980e-01;9.99999985e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;2.91752276e-03;1.82339065e+00;2.54651222e-01
4.63255558e-02;1.38970120e-01;2.30953354e-01;3.21021161e-01;4.07620381e-01;4.89192094e-01;5.64413639e-01;6.32355782e-01;6.92543728e-01;7.44934628e-01;7.89839386e-01;8.27819767e-01;8.59585868e-01;8.85909359e-01;9.07558783e-01;9.25256825e-01;9.39656058e-01;9.51328490e-01;9.60764456e-01;9.68377226e-01;9.74510621e-01;9.79447856e-01;9.83420444e-01;9.86616533e-01;9.89188355e-01;9.91258674e-01;9.92926255e-01;9.94270419e-01;9.95354801e-01;9.96230417e-01;9.96938156e-01;9.97510793e-01;9.97974605e-01;9.98350671e-01;9.98655912e-01;9.98903922e-01;9.99105632e-01;9.99269843e-01;9.99403645e-01;9.99512761e-01;9.99601814e-01;9.99674543e-01;9.99733974e-01;9.99782565e-01;9.99822309e-01;9.99854826e-01;9.99881436e-01;9.99903215e-01;9.99921039e-01;9.99935624e-01;9.99947556e-01;9.99957315e-01;9.99965292e-01;9.99971808e-01;9.99977128e-01;9.99981468e-01;9.99985005e-01;9.99987885e-01;9.99990226e-01;9.99992128e-01;9.99993671e-01;9.99994920e-01;9.99995930e-01;9.99996746e-01;9.99997404e-01;9.99997933e-01;9.99998357e-01;9.99998698e-01;9.99998970e-01;9.99999187e-01;9.99999360e-01;9.99999497e-01;9.99999606e-01;9.99999692e-01;9.99999760e-01;9.99999814e-01;9.99999856e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999978e-01;9.99999983e-01;9.99999987e-01;9.99999990e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-1.96437929e-03;1.85308771e+00;2.13296343e-01
4.69482266e-02;1.40823994e-01;2.33960285e-01;3.25039332e-01;4.12452325e-01;4.94604331e-01;5.70162032e-01;6.38210044e-01;6.98306044e-01;7.50450073e-01;7.94998473e-01;8.32555085e-01;8.63865285e-01;8.89727944e-01;9.10930973e-01;9.28209669e-01;9.42223856e-01;9.53548819e-01;9.62675395e-01;9.70015540e-01;9.75910677e-01;9.80641042e-01;9.84434950e-01;9.87477361e-01;9.89917465e-01;9.91875212e-01;9.93446815e-01;9.94709318e-01;9.95724344e-01;9.96541150e-01;9.97199094e-01;9.97729626e-01;9.98157880e-01;9.98503956e-01;9.98783933e-01;9.99010686e-01;9.99194533e-01;9.99343752e-01;9.99464990e-01;9.99563588e-01;9.99643850e-01;9.99709242e-01;9.99762560e-01;9.99806064e-01;9.99841583e-01;9.99870599e-01;9.99894312e-01;9.99913698e-01;9.99929550e-01;9.99942515e-01;9.99953118e-01;9.99961789e-01;9.99968879e-01;9.99974674e-01;9.99979409e-01;9.99983275e-01;9.99986431e-01;9.99989004e-01;9.99991101e-01;9.99992807e-01;9.99994195e-01;9.99995322e-01;9.99996237e-01;9.99996978e-01;9.99997577e-01;9.99998061e-01;9.99998451e-01;9.99998765e-01;9.99999018e-01;9.99999220e-01;9.99999382e-01;9.99999512e-01;9.99999615e-01;9.99999697e-01;9.99999762e-01;9.99999814e-01;9.99999855e-01;9.99999887e-01;9.99999912e-01;9.99999932e-01;9.99999947e-01;9.99999959e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-6.20584350e-03;1.87813593e+00;1.77934498e-01
4.74706461e-02;1.42379096e-01;2.36481121e-01;3.28404834e-01;4.16494584e-01;4.99125695e-01;5.74956862e-01;6.43085458e-01;7.03097400e-01;7.55029377e-01;7.99276115e-01;8.36476674e-01;8.67405709e-01;8.92884484e-01;9.13716708e-01;9.30647855e-01;9.44343500e-01;9.55381422e-01;9.64252705e-01;9.71368092e-01;9.77066927e-01;9.81626925e-01;9.85273719e-01;9.88189610e-01;9.90521264e-01;9.92386303e-01;9.93878835e-01;9.95074028e-01;9.96031852e-01;9.96800115e-01;9.97416922e-01;9.97912633e-01;9.98311449e-01;9.98632664e-01;9.98891669e-01;9.99100751e-01;9.99269723e-01;9.99406435e-01;9.99517169e-01;9.99606958e-01;9.99679840e-01;9.99739056e-01;9.99787215e-01;9.99826415e-01;9.99858349e-01;9.99884382e-01;9.99905619e-01;9.99922953e-01;9.99937107e-01;9.99948670e-01;9.99958118e-01;9.99965840e-01;9.99972151e-01;9.99977309e-01;9.99981523e-01;9.99984967e-01;9.99987778e-01;9.99990074e-01;9.99991946e-01;9.99993473e-01;9.99994716e-01;9.99995728e-01;9.99996551e-01;9.99997220e-01;9.99997762e-01;9.99998202e-01;9.99998557e-01;9.99998844e-01;9.99999076e-01;9.99999263e-01;9.99999413e-01;9.99999533e-01;9.99999630e-01;9.99999707e-01;9.99999768e-01;9.99999817e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999968e-01;9.99999975e-01;9.99999981e-01;9.99999985e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-9.85270379e-03;1.89915427e+00;1.47931620e-01
